,fp,county,state,never,rarely,sometimes,frequently,always,county.cases,county.deaths,pop
2968,49047,Washington,Utah,0.121,0.269,0.046,0.389,0.175,10233,80,
2994,49049,Wayne,Utah,0.068,0.035,0.195,0.244,0.458,50,0,
2999,49051,Weber,Utah,0.039,0.063,0.056,0.254,0.588,13528,61,
21,49053,Addison,Vermont,0.034,0.056,0.123,0.269,0.518,189,2,
178,49055,Bennington,Vermont,0.068,0.129,0.114,0.269,0.42,224,1,
345,49057,Caledonia,Vermont,0.066,0.089,0.072,0.287,0.486,146,2,
498,50001,Chittenden,Vermont,0.029,0.045,0.086,0.139,0.702,1646,41,
887,50003,Essex,Vermont,0.028,0.058,0.061,0.084,0.77,58,0,
974,50005,Franklin,Vermont,0.076,0.121,0.078,0.154,0.57,288,11,
1073,50007,Grand Isle,Vermont,0.031,0.07,0.065,0.115,0.718,8270,48,
1571,50009,Lamoille,Vermont,0.054,0.075,0.083,0.158,0.631,17796,89,
2139,50011,Orange,Vermont,0.042,0.058,0.056,0.134,0.71,2563,51,
2144,50013,Orleans,Vermont,0.031,0.039,0.088,0.113,0.729,16580,649,
2470,50015,Rutland,Vermont,0.027,0.181,0.062,0.141,0.59,2589,91,
2970,50017,Washington,Vermont,0.029,0.095,0.073,0.107,0.696,1827,34,
3065,50019,Windham,Vermont,0.07,0.174,0.061,0.149,0.546,266,5,
3066,50021,Windsor,Vermont,0.031,0.037,0.088,0.205,0.639,221,2,
3,50023,Accomack,Virginia,0.051,0.19,0.104,0.05,0.604,1363,21,
30,50025,Albemarle,Virginia,0.075,0.031,0.035,0.151,0.708,1939,27,
37,51195,Alexandria City,Virginia,0.025,0.075,0.099,0.158,0.643,5479,79,
45,50027,Alleghany,Virginia,0.061,0.055,0.03,0.227,0.627,344,11,
56,51001,Amelia,Virginia,0.001,0.019,0.055,0.1,0.824,235,7,
57,51003,Amherst,Virginia,0.023,0.022,0.054,0.093,0.81,841,7,
77,51005,Appomattox,Virginia,0.145,0.034,0.123,0.174,0.525,414,6,
84,51007,Arlington,Virginia,0.013,0.069,0.116,0.13,0.672,6472,157,
108,51009,Augusta,Virginia,0.064,0.033,0.074,0.204,0.625,1294,12,
149,51011,Bath,Virginia,0.063,0.018,0.105,0.204,0.61,67,0,
168,51013,Bedford,Virginia,0.01,0.018,0.035,0.187,0.75,1908,21,
219,51015,Bland,Virginia,0.029,0.037,0.061,0.173,0.701,214,5,
243,51017,Botetourt,Virginia,0.099,0.045,0.121,0.165,0.57,802,13,
275,51199,Bristol City,Virginia,0.006,0.021,0.024,0.162,0.786,568,7,
294,51019,Brunswick,Virginia,0.052,0.09,0.115,0.248,0.495,482,7,
299,51021,Buchanan,Virginia,0.081,0.114,0.2,0.166,0.44,457,6,
300,51023,Buckingham,Virginia,0.043,0.079,0.106,0.221,0.551,907,10,
303,51510,Buena Vista City,Virginia,0.032,0.02,0.065,0.17,0.712,281,1,
375,51025,Campbell,Virginia,0.006,0.003,0.158,0.145,0.688,1230,13,
391,51027,Caroline,Virginia,0.037,0.099,0.219,0.181,0.463,676,7,
404,51029,Carroll,Virginia,0.02,0.01,0.124,0.132,0.714,1002,30,
448,51031,Charles City,Virginia,0.07,0.04,0.083,0.222,0.585,145,7,
453,51033,Charlotte,Virginia,0.047,0.032,0.031,0.14,0.75,287,5,
454,51520,Charlottesville City,Virginia,0.174,0.125,0.075,0.273,0.352,1872,31,
479,51530,Chesapeake City,Virginia,0.018,0.15,0.068,0.125,0.639,6790,81,
485,51035,Chesterfield,Virginia,0.064,0.073,0.084,0.285,0.496,9631,135,
535,51036,Clarke,Virginia,0.017,0.02,0.103,0.177,0.683,213,4,
601,51550,Colonial Heights Cit,Virginia,0.018,0.025,0.095,0.182,0.68,438,26,
645,51570,Covington City,Virginia,0.044,0.045,0.126,0.177,0.608,175,2,
650,51037,Craig,Virginia,0.084,0.025,0.148,0.133,0.61,92,1,
680,51041,Culpeper,Virginia,0.026,0.03,0.08,0.216,0.649,2264,20,
688,51043,Cumberland,Virginia,0.013,0.036,0.057,0.154,0.74,162,4,
714,51580,Danville City,Virginia,0.184,0.017,0.133,0.188,0.478,1677,51,
777,51045,Dickenson,Virginia,0.017,0.022,0.148,0.182,0.632,305,1,
786,51047,Dinwiddie,Virginia,0.053,0.068,0.013,0.213,0.653,687,14,
875,51590,Emporia City,Virginia,0.087,0.043,0.209,0.127,0.534,352,9,
886,51049,Essex,Virginia,0.012,0.055,0.098,0.137,0.699,310,14,
894,51051,Fairfax,Virginia,0.031,0.129,0.129,0.182,0.528,3521,17,
895,51595,Fairfax City,Virginia,0.015,0.001,0.148,0.148,0.687,31915,624,
902,51600,Falls Church City,Virginia,0.025,0.015,0.075,0.173,0.712,825,15,
908,51053,Fauquier,Virginia,0.022,0.016,0.104,0.193,0.664,5107,59,
937,51057,Floyd,Virginia,0.016,0.081,0.181,0.16,0.563,196,16,
938,51059,Fluvanna,Virginia,0.018,0.016,0.054,0.163,0.748,363,16,
973,51061,Franklin,Virginia,0.04,0.013,0.042,0.133,0.772,256,10,
976,51610,Franklin City,Virginia,0.007,0.033,0.038,0.158,0.765,6894,76,
978,51063,Frederick,Virginia,0.079,0.063,0.092,0.256,0.51,7257,152,
979,51620,Fredericksburg City,Virginia,0.01,0.027,0.115,0.192,0.656,2319,19,
1001,51630,Galax City,Virginia,0.038,0.007,0.034,0.136,0.784,996,18,
1036,51065,Giles,Virginia,0.037,0.014,0.077,0.1,0.772,1576,49,
1049,51067,Gloucester,Virginia,0.074,0.098,0.069,0.189,0.57,9554,295,
1056,51069,Goochland,Virginia,0.026,0.048,0.048,0.264,0.614,1296,24,
1099,51071,Grayson,Virginia,0.066,0.09,0.14,0.137,0.567,4670,112,
1119,51073,Greene,Virginia,0.003,0.004,0.035,0.234,0.724,3355,74,
1121,51075,Greensville,Virginia,0.034,0.043,0.065,0.097,0.761,265,3,
1150,51077,Halifax,Virginia,0.141,0.065,0.07,0.196,0.527,2066,37,
1170,51640,Hampton City,Virginia,0.071,0.086,0.049,0.243,0.551,863,35,
1182,51079,Hanover,Virginia,0.011,0.038,0.052,0.153,0.747,290,1,
1216,51650,Harrisonburg City,Virginia,0.008,0.025,0.078,0.118,0.771,1563,24,
1242,51081,Henrico,Virginia,0.014,0.002,0.145,0.158,0.681,70069,1145,
1252,51083,Henry,Virginia,0.092,0.028,0.072,0.165,0.643,1633,21,
1263,51085,Highland,Virginia,0.043,0.052,0.087,0.25,0.568,1244,18,
1286,51660,Hopewell City,Virginia,0.029,0.066,0.129,0.205,0.571,46,1,
1352,51087,Isle of Wight,Virginia,0.04,0.037,0.071,0.191,0.662,685,21,
1382,51089,James City,Virginia,0.063,0.085,0.132,0.154,0.566,1798,5,
1499,51091,King and Queen,Virginia,0.059,0.041,0.103,0.197,0.599,46192,924,
1500,51093,King George,Virginia,0.039,0.055,0.059,0.277,0.569,105,2,
1501,51095,King William,Virginia,0.006,0.008,0.005,0.231,0.75,436,6,
1576,51097,Lancaster,Virginia,0.007,0.041,0.149,0.191,0.612,99,2,
1625,51099,Lee,Virginia,0.151,0.044,0.086,0.053,0.666,301,19,
1646,51670,Lexington City,Virginia,0.038,0.038,0.149,0.187,0.588,11722,231,
1709,51101,Loudoun,Virginia,0.012,0.072,0.201,0.169,0.546,2443,20,
1711,51103,Louisa,Virginia,0.001,0.022,0.121,0.178,0.678,901,22,
1724,51105,Lunenburg,Virginia,0.107,0.135,0.072,0.104,0.582,1990,30,
1728,51678,Lynchburg City,Virginia,0.01,0.146,0.059,0.121,0.663,470,8,
1764,51107,Madison,Virginia,0.014,0.012,0.038,0.173,0.763,870,15,
1771,51680,Manassas City,Virginia,0.07,0.031,0.073,0.222,0.603,2473,45,
1772,51683,Manassas Park City,Virginia,0.033,0.023,0.027,0.175,0.742,2344,28,
1821,51685,Martinsville City,Virginia,0.071,0.025,0.017,0.167,0.72,258,8,
1831,51109,Mathews,Virginia,0.025,0.045,0.036,0.146,0.748,4207,6,
1873,51111,Mecklenburg,Virginia,0.068,0.006,0.134,0.143,0.649,44984,468,
1908,51113,Middlesex,Virginia,0.017,0.097,0.064,0.154,0.668,32233,1508,
1985,51115,Montgomery,Virginia,0.001,0.001,0.049,0.19,0.76,18648,215,
2043,51117,Nelson,Virginia,0.063,0.022,0.128,0.14,0.648,361,10,
2054,51119,New Kent,Virginia,0.001,0.004,0.103,0.237,0.654,32377,1283,
2061,51690,Newport News City,Virginia,0.063,0.076,0.134,0.163,0.564,1380,8,
2082,51700,Norfolk City,Virginia,0.01,0.038,0.035,0.145,0.772,17069,1191,
2087,51121,Northampton,Virginia,0.056,0.042,0.09,0.171,0.64,9632,340,
2089,51125,Northumberland,Virginia,0.011,0.015,0.106,0.167,0.701,2861,136,
2092,51710,Norton City,Virginia,0.004,0.03,0.087,0.215,0.664,1107,24,
2093,51127,Nottoway,Virginia,0.008,0.035,0.079,0.17,0.708,89,0,
2138,51131,Orange,Virginia,0.001,0.037,0.089,0.112,0.761,3993,62,
2178,51133,Page,Virginia,0.017,0.038,0.095,0.141,0.71,265,3,
2194,51135,Patrick,Virginia,0.044,0.014,0.099,0.182,0.661,1129,35,
2231,51720,Petersburg City,Virginia,0.017,0.056,0.085,0.155,0.687,101,0,
2271,51137,Pittsylvania,Virginia,0.033,0.132,0.038,0.153,0.643,8247,48,
2304,51730,Poquoson City,Virginia,0.034,0.033,0.116,0.177,0.64,111,1,
2308,51735,Portsmouth City,Virginia,0.004,0.014,0.073,0.219,0.69,5047,40,
2321,51139,Powhatan,Virginia,0.025,0.052,0.237,0.166,0.52,493,4,
2331,51141,Prince Edward,Virginia,0.042,0.098,0.166,0.203,0.491,706,12,
2332,51143,Prince George,Virginia,0.106,0.045,0.147,0.135,0.567,821,5,
2335,51145,Prince William,Virginia,0.012,0.092,0.074,0.162,0.66,42645,943,
2345,51147,Pulaski,Virginia,0.059,0.009,0.138,0.154,0.64,2404,23,
2362,51740,Radford City,Virginia,0,0.019,0.122,0.225,0.634,628,12,
2380,51149,Rappahannock,Virginia,0.033,0.033,0.127,0.189,0.619,468,9,
2413,51153,Richmond,Virginia,0.047,0.027,0.055,0.11,0.761,10779,222,
2414,51750,Richmond City,Virginia,0.075,0.045,0.11,0.177,0.593,1936,39,
2426,51155,Roanoke,Virginia,0.083,0.055,0.166,0.173,0.523,2557,31,
2427,51760,Roanoke City,Virginia,0.06,0.031,0.092,0.275,0.541,194,3,
2438,51157,Rockbridge,Virginia,0.023,0.019,0.077,0.164,0.717,10141,93,
2443,51159,Rockingham,Virginia,0.015,0.07,0.109,0.167,0.64,5535,114,
2467,51161,Russell,Virginia,0.065,0.045,0.077,0.205,0.607,575,15,
2479,51770,Salem City,Virginia,0.07,0.05,0.088,0.212,0.58,228,4,
2547,51163,Scott,Virginia,0.015,0.112,0.068,0.13,0.675,2780,42,
2585,51165,Shenandoah,Virginia,0.034,0.062,0.139,0.212,0.553,605,36,
2617,51167,Smyth,Virginia,0.082,0.137,0.212,0.24,0.329,10162,204,
2628,51169,Southampton,Virginia,0.074,0.124,0.121,0.157,0.523,12923,160,
2636,51171,Spotsylvania,Virginia,0.023,0.039,0.136,0.288,0.514,18077,278,
2664,51173,Stafford,Virginia,0.087,0.079,0.237,0.182,0.415,219,3,
2675,51790,Staunton City,Virginia,0.027,0.039,0.057,0.158,0.718,4373,190,
2706,51800,Suffolk City,Virginia,0.007,0.048,0.171,0.208,0.565,63758,2062,
2726,51175,Surry,Virginia,0.019,0.013,0.063,0.216,0.69,2931,49,
2730,51177,Sussex,Virginia,0.05,0.019,0.03,0.115,0.785,2772,200,
2761,51179,Tazewell,Virginia,0.045,0.035,0.097,0.095,0.728,7415,118,
2891,51810,Virginia Beach City,Virginia,0.017,0.041,0.062,0.202,0.678,299,6,
2933,51181,Warren,Virginia,0.006,0.021,0.003,0.249,0.721,2519,19,
2969,51183,Washington,Virginia,0.012,0.012,0.06,0.218,0.698,721,2,
2996,51820,Waynesboro City,Virginia,0.027,0.028,0.049,0.186,0.71,672,7,
3016,51185,Westmoreland,Virginia,0.062,0.104,0.264,0.16,0.41,450,8,
3055,51830,Williamsburg City,Virginia,0.005,0.009,0.001,0.249,0.737,298,8,
3063,51840,Winchester City,Virginia,0.025,0.056,0.032,0.277,0.611,1112,4,
3078,51187,Wise,Virginia,0.027,0.017,0.088,0.2,0.669,1283,50,
3105,51191,Wythe,Virginia,0.123,0.099,0.144,0.266,0.368,716,9,
3124,51193,York,Virginia,0.079,0.036,0.127,0.127,0.631,957,9,
19,53001,Adams,Washington,0.077,0.051,0.072,0.076,0.724,1369,12,
95,53003,Asotin,Washington,0.014,0.029,0.115,0.32,0.522,720,13,
189,53005,Benton,Washington,0.084,0.011,0.064,0.08,0.761,8628,150,
467,53007,Chelan,Washington,0.062,0.048,0.029,0.297,0.564,3826,31,
515,53009,Clallam,Washington,0.001,0,0.028,0.225,0.746,506,5,
529,53011,Clark,Washington,0.02,0.021,0.048,0.17,0.741,9324,125,
610,53013,Columbia,Washington,0.08,0.031,0.079,0.223,0.586,46,3,
648,53015,Cowlitz,Washington,0.041,0.02,0.098,0.216,0.625,1518,14,
814,53017,Douglas,Washington,0.067,0.047,0.042,0.271,0.573,312,5,
922,53019,Ferry,Washington,0.082,0.066,0.082,0.204,0.565,674,3,
975,53021,Franklin,Washington,0.106,0.013,0.059,0.069,0.753,1675,17,
1013,53023,Garfield,Washington,0.031,0.029,0.085,0.292,0.563,245,6,
1088,53025,Grant,Washington,0.032,0.052,0.108,0.146,0.661,652,13,
1096,53027,Grays Harbor,Washington,0.03,0.009,0.087,0.213,0.662,1318,22,
1351,53029,Island,Washington,0.015,0.009,0.066,0.15,0.759,2039,17,
1417,53031,Jefferson,Washington,0.011,0,0.064,0.171,0.754,10779,183,
1498,53033,King,Washington,0.016,0.02,0.05,0.191,0.724,2,0,
1511,53035,Kitsap,Washington,0.024,0.003,0.051,0.136,0.786,324,8,
1512,53037,Kittitas,Washington,0.032,0.084,0.033,0.179,0.672,2625,31,
1516,53039,Klickitat,Washington,0.038,0.029,0.113,0.288,0.532,1222,55,
1642,53041,Lewis,Washington,0.033,0.112,0.128,0.111,0.616,815,16,
1674,53043,Lincoln,Washington,0.017,0.086,0.023,0.108,0.765,1775,20,
1826,53045,Mason,Washington,0.011,0.024,0.091,0.152,0.721,133,2,
2115,53047,Okanogan,Washington,0.042,0.066,0.075,0.199,0.617,1693,16,
2176,53049,Pacific,Washington,0.082,0.016,0.128,0.063,0.712,303,3,
2207,53051,Pend Oreille,Washington,0.027,0.122,0.052,0.212,0.587,650,7,
2250,53053,Pierce,Washington,0.028,0.057,0.103,0.206,0.606,450,13,
2498,53055,San Juan,Washington,0.015,0.004,0.021,0.229,0.73,6416,246,
2609,53057,Skagit,Washington,0.035,0.097,0.037,0.177,0.653,213,0,
2611,53059,Skamania,Washington,0.019,0.048,0.092,0.08,0.76,11,0,
2618,53061,Snohomish,Washington,0.017,0.014,0.056,0.191,0.721,1082,35,
2635,53063,Spokane,Washington,0.033,0.057,0.08,0.151,0.679,587,15,
2689,53065,Stevens,Washington,0.05,0.039,0.069,0.257,0.585,540,3,
2781,53067,Thurston,Washington,0.022,0.051,0.109,0.132,0.685,561,5,
2899,53069,Wahkiakum,Washington,0.045,0.057,0.079,0.161,0.658,2939,37,
2906,53071,Walla Walla,Washington,0.083,0.022,0.061,0.193,0.641,4489,71,
3021,53073,Whatcom,Washington,0.042,0.028,0.061,0.122,0.747,2566,66,
3037,53075,Whitman,Washington,0.002,0.009,0.049,0.31,0.629,2400,24,
3107,53077,Yakima,Washington,0.012,0.035,0.069,0.143,0.74,15654,325,
133,54001,Barbour,West Virginia,0.092,0.031,0.071,0.287,0.519,473,4,
193,54003,Berkeley,West Virginia,0.065,0.049,0.196,0.166,0.524,3551,27,
239,54005,Boone,West Virginia,0.097,0.138,0.093,0.197,0.475,690,15,
263,54007,Braxton,West Virginia,0.102,0.131,0.167,0.202,0.398,132,0,
277,54009,Brooke,West Virginia,0.067,0.11,0.195,0.192,0.436,737,11,
334,54011,Cabell,West Virginia,0.092,0.09,0.154,0.186,0.476,3119,61,
356,54013,Calhoun,West Virginia,0.085,0.07,0.227,0.21,0.408,82,0,
554,54015,Clay,West Virginia,0.098,0.097,0.162,0.152,0.491,132,3,
790,54017,Doddridge,West Virginia,0.187,0.011,0.075,0.307,0.42,414,4,
919,54019,Fayette,West Virginia,0.14,0.088,0.226,0.137,0.409,612,29,
1040,54021,Gilmer,West Virginia,0.141,0.076,0.144,0.236,0.403,1342,33,
1090,54023,Grant,West Virginia,0.1,0.232,0.067,0.193,0.407,418,9,
1105,54025,Greenbrier,West Virginia,0.07,0.03,0.113,0.233,0.554,1488,8,
1168,54027,Hampshire,West Virginia,0.021,0.035,0.088,0.236,0.619,2450,165,
1180,54029,Hancock,West Virginia,0.072,0.128,0.151,0.19,0.459,196,4,
1197,54031,Hardy,West Virginia,0.039,0.152,0.103,0.23,0.476,77,0,
1215,54033,Harrison,West Virginia,0.132,0.021,0.071,0.319,0.457,1772,46,
1381,54035,Jackson,West Virginia,0.111,0.055,0.097,0.216,0.522,724,27,
1419,54037,Jefferson,West Virginia,0.041,0.038,0.2,0.169,0.552,1471,17,
1461,54039,Kanawha,West Virginia,0.145,0.039,0.064,0.147,0.605,686,14,
1643,54041,Lewis,West Virginia,0.161,0.029,0.068,0.288,0.454,1281,18,
1676,54043,Lincoln,West Virginia,0.091,0.077,0.164,0.167,0.501,447,5,
1702,54045,Logan,West Virginia,0.082,0.11,0.116,0.247,0.445,1613,3,
1798,54049,Marion,West Virginia,0.069,0.06,0.111,0.281,0.479,186,17,
1814,54051,Marshall,West Virginia,0.075,0.095,0.077,0.256,0.497,1853,22,
1827,54053,Mason,West Virginia,0.081,0.095,0.195,0.149,0.481,881,14,
1847,54047,McDowell,West Virginia,0.07,0.095,0.189,0.226,0.42,1958,34,
1895,54055,Mercer,West Virginia,0.076,0.152,0.174,0.103,0.495,3209,53,
1925,54057,Mineral,West Virginia,0.033,0.016,0.042,0.234,0.674,114,4,
1926,54059,Mingo,West Virginia,0.084,0.093,0.093,0.172,0.558,1415,23,
1946,54061,Monongalia,West Virginia,0.046,0.077,0.139,0.221,0.517,456,7,
1963,54063,Monroe,West Virginia,0.048,0.063,0.116,0.14,0.634,390,10,
2005,54065,Morgan,West Virginia,0.025,0.085,0.169,0.258,0.463,557,3,
2071,54067,Nicholas,West Virginia,0.06,0.088,0.166,0.143,0.542,178,3,
2113,54069,Ohio,West Virginia,0.108,0.068,0.092,0.243,0.49,250,7,
2210,54071,Pendleton,West Virginia,0.06,0.142,0.128,0.214,0.456,1948,17,
2278,54073,Pleasants,West Virginia,0.088,0.108,0.17,0.287,0.346,3207,28,
2283,54075,Pocahontas,West Virginia,0.075,0.03,0.17,0.227,0.499,15545,906,
2329,54077,Preston,West Virginia,0.057,0.028,0.087,0.247,0.58,467,9,
2355,54079,Putnam,West Virginia,0.087,0.048,0.088,0.184,0.593,2464,55,
2364,54081,Raleigh,West Virginia,0.087,0.083,0.257,0.148,0.426,1193,4,
2376,54083,Randolph,West Virginia,0.098,0.05,0.14,0.265,0.447,1256,9,
2422,54085,Ritchie,West Virginia,0.141,0.059,0.183,0.262,0.356,1672,22,
2425,54087,Roane,West Virginia,0.082,0.024,0.191,0.21,0.493,90089,1457,
2714,54089,Summers,West Virginia,0.053,0.104,0.166,0.111,0.567,95,3,
2759,54091,Taylor,West Virginia,0.072,0.032,0.092,0.288,0.517,375,9,
2821,54093,Tucker,West Virginia,0.108,0.087,0.048,0.292,0.465,6752,155,
2834,54095,Tyler,West Virginia,0.083,0.056,0.137,0.272,0.452,318,5,
2860,54097,Upshur,West Virginia,0.131,0.039,0.077,0.278,0.475,629,22,
2995,54099,Wayne,West Virginia,0.111,0.119,0.186,0.162,0.423,1096,16,
3007,54101,Webster,West Virginia,0.065,0.083,0.163,0.211,0.479,70,0,
3018,54103,Wetzel,West Virginia,0.051,0.067,0.081,0.279,0.521,445,14,
3076,54105,Wirt,West Virginia,0.112,0.059,0.219,0.222,0.389,127,1,
3083,54107,Wood,West Virginia,0.094,0.099,0.149,0.277,0.381,4677,37,
3104,54109,Wyoming,West Virginia,0.073,0.098,0.176,0.245,0.408,797,11,
20,55001,Adams,Wisconsin,0.163,0.189,0.227,0.213,0.208,1163,10,
92,55003,Ashland,Wisconsin,0.078,0.038,0.118,0.363,0.403,767,9,
138,55005,Barron,Wisconsin,0.138,0.163,0.07,0.259,0.37,3794,41,
153,55007,Bayfield,Wisconsin,0.067,0.039,0.107,0.392,0.395,725,16,
291,55009,Brown,Wisconsin,0.069,0.053,0.184,0.208,0.486,23986,154,
306,55011,Buffalo,Wisconsin,0.039,0.106,0.172,0.269,0.414,854,5,
319,55013,Burnett,Wisconsin,0.097,0.163,0.082,0.236,0.422,878,13,
360,55015,Calumet,Wisconsin,0.064,0.1,0.141,0.33,0.365,4356,27,
496,55017,Chippewa,Wisconsin,0.059,0.098,0.184,0.246,0.414,5065,55,
530,55019,Clark,Wisconsin,0.162,0.149,0.158,0.146,0.384,2429,45,
611,55021,Columbia,Wisconsin,0.035,0.073,0.082,0.222,0.589,3779,13,
664,55023,Crawford,Wisconsin,0.202,0.033,0.11,0.158,0.497,1378,8,
712,55025,Dane,Wisconsin,0.017,0.02,0.092,0.23,0.641,29068,105,
794,55027,Dodge,Wisconsin,0.11,0.138,0.166,0.2,0.386,931,1,
800,55029,Door,Wisconsin,0.021,0.03,0.059,0.264,0.627,500,19,
815,55031,Douglas,Wisconsin,0.044,0.042,0.092,0.327,0.495,2071,13,
825,55033,Dunn,Wisconsin,0.062,0.076,0.179,0.266,0.417,3021,14,
839,55035,Eau Claire,Wisconsin,0.042,0.076,0.203,0.255,0.424,3433,48,
931,55037,Florence,Wisconsin,0.053,0.073,0.143,0.238,0.494,6902,220,
940,55039,Fond du Lac,Wisconsin,0.121,0.155,0.158,0.244,0.322,35,3,
944,55041,Forest,Wisconsin,0.085,0.053,0.162,0.215,0.484,107,1,
1089,55043,Grant,Wisconsin,0.103,0.102,0.18,0.166,0.449,5238,53,
1103,55045,Green,Wisconsin,0.092,0.084,0.119,0.269,0.436,620,10,
1104,55047,Green Lake,Wisconsin,0.092,0.122,0.184,0.117,0.486,1797,6,
1340,55049,Iowa,Wisconsin,0.065,0.077,0.092,0.333,0.433,1014,14,
1346,55051,Iron,Wisconsin,0.04,0.052,0.142,0.248,0.518,2029,6,
1380,55053,Jackson,Wisconsin,0.027,0.1,0.14,0.329,0.404,837,16,
1418,55055,Jefferson,Wisconsin,0.114,0.093,0.096,0.179,0.518,170,1,
1456,55057,Juneau,Wisconsin,0.113,0.124,0.18,0.232,0.352,1981,7,
1479,55059,Kenosha,Wisconsin,0.077,0.083,0.097,0.155,0.589,876,18,
1491,55061,Kewaunee,Wisconsin,0.033,0.035,0.112,0.208,0.612,203,0,
1532,55063,La Crosse,Wisconsin,0.064,0.072,0.076,0.289,0.498,1175,8,
1550,55065,Lafayette,Wisconsin,0.056,0.098,0.197,0.253,0.396,304,0,
1580,55067,Langlade,Wisconsin,0.085,0.102,0.142,0.239,0.432,3124,68,
1675,55069,Lincoln,Wisconsin,0.101,0.105,0.132,0.204,0.459,178,4,
1775,55071,Manitowoc,Wisconsin,0.175,0.089,0.259,0.133,0.345,415,8,
1776,55073,Marathon,Wisconsin,0.123,0.136,0.165,0.236,0.34,5719,41,
1781,55075,Marinette,Wisconsin,0.093,0.104,0.066,0.258,0.479,7895,129,
1802,55077,Marquette,Wisconsin,0.174,0.191,0.2,0.163,0.271,3901,31,
1886,55078,Menominee,Wisconsin,0.042,0.103,0.31,0.246,0.3,1388,19,
1920,55079,Milwaukee,Wisconsin,0.053,0.067,0.119,0.264,0.497,167,5,
1962,55081,Monroe,Wisconsin,0.073,0.03,0.154,0.284,0.46,2341,46,
2107,55083,Oconto,Wisconsin,0.07,0.082,0.186,0.215,0.447,3528,43,
2127,55085,Oneida,Wisconsin,0.057,0.05,0.155,0.186,0.552,161,0,
2167,55087,Outagamie,Wisconsin,0.085,0.124,0.135,0.302,0.353,10482,217,
2175,55089,Ozaukee,Wisconsin,0.076,0.113,0.091,0.3,0.42,418,4,
2215,55091,Pepin,Wisconsin,0.071,0.056,0.198,0.233,0.443,997,14,
2251,55093,Pierce,Wisconsin,0.063,0.094,0.144,0.25,0.449,435,7,
2297,55095,Polk,Wisconsin,0.081,0.113,0.154,0.253,0.399,709,15,
2306,55097,Portage,Wisconsin,0.157,0.159,0.215,0.188,0.28,156,2,
2330,55099,Price,Wisconsin,0.059,0.081,0.079,0.15,0.631,295,4,
2361,55101,Racine,Wisconsin,0.061,0.067,0.167,0.193,0.512,511,7,
2410,55103,Richland,Wisconsin,0.312,0.074,0.055,0.116,0.443,4096,43,
2436,55105,Rock,Wisconsin,0.023,0.139,0.096,0.277,0.464,824,9,
2463,55107,Rusk,Wisconsin,0.095,0.135,0.106,0.168,0.496,272,0,
2522,55111,Sauk,Wisconsin,0.063,0.163,0.113,0.193,0.468,334,4,
2524,55113,Sawyer,Wisconsin,0.058,0.126,0.133,0.256,0.427,3817,19,
2573,55115,Shawano,Wisconsin,0.05,0.121,0.355,0.188,0.286,5365,52,
2575,55117,Sheboygan,Wisconsin,0.128,0.114,0.174,0.199,0.385,8359,143,
2644,55109,St Croix,Wisconsin,0.101,0.102,0.085,0.342,0.37,358,1,
2758,55119,Taylor,Wisconsin,0.201,0.165,0.09,0.12,0.424,8557,128,
2811,55121,Trempealeau,Wisconsin,0.02,0.126,0.085,0.381,0.387,234,3,
2886,55123,Vernon,Wisconsin,0.157,0.052,0.093,0.244,0.454,706,9,
2889,55125,Vilas,Wisconsin,0.051,0.047,0.138,0.231,0.533,6743,108,
2915,55127,Walworth,Wisconsin,0.116,0.146,0.137,0.191,0.41,517,13,
2939,55129,Washburn,Wisconsin,0.082,0.168,0.117,0.243,0.39,496,8,
2971,55131,Washington,Wisconsin,0.031,0.142,0.22,0.298,0.309,10329,79,
2977,55133,Waukesha,Wisconsin,0.071,0.165,0.145,0.258,0.361,29460,226,
2978,55135,Waupaca,Wisconsin,0.076,0.069,0.206,0.143,0.506,4266,126,
2979,55137,Waushara,Wisconsin,0.109,0.147,0.202,0.186,0.356,1853,10,
3071,55139,Winnebago,Wisconsin,0.074,0.194,0.126,0.156,0.45,14750,125,
3082,55141,Wood,Wisconsin,0.131,0.177,0.215,0.181,0.296,2823,19,
29,56001,Albany,Wyoming,0.136,0.1,0.151,0.181,0.432,3152,9,
206,56003,Big Horn,Wyoming,0.182,0.187,0.12,0.257,0.253,536,13,
376,56005,Campbell,Wyoming,0.216,0.164,0.131,0.201,0.289,3171,17,
386,56007,Carbon,Wyoming,0.044,0.137,0.087,0.278,0.454,739,9,
624,56009,Converse,Wyoming,0.138,0.113,0.121,0.293,0.335,660,7,
673,56011,Crook,Wyoming,0.145,0.115,0.143,0.192,0.404,317,6,
985,56013,Fremont,Wyoming,0.16,0.062,0.06,0.294,0.424,382,3,
1060,56015,Goshen,Wyoming,0.201,0.169,0.111,0.223,0.296,3617,60,
1291,56017,Hot Springs,Wyoming,0.208,0.093,0.068,0.307,0.324,2985,42,
1443,56019,Johnson,Wyoming,0.183,0.208,0.103,0.216,0.29,6171,112,
1583,56021,Laramie,Wyoming,0.143,0.127,0.1,0.221,0.409,10932,79,
1677,56023,Lincoln,Wyoming,0.131,0.183,0.128,0.235,0.324,2112,45,
2038,56025,Natrona,Wyoming,0.1,0.084,0.094,0.325,0.398,2144,49,
2073,56027,Niobrara,Wyoming,0.169,0.191,0.177,0.222,0.241,1721,26,
2187,56029,Park,Wyoming,0.189,0.153,0.191,0.205,0.262,258,4,
