,fp,county,state,never,rarely,sometimes,frequently,always,county.cases,county.deaths,pop
1154,47057,Hamblen,Tennessee,0.126,0.134,0.129,0.221,0.39,97,3,
1163,47059,Hamilton,Tennessee,0.125,0.178,0.033,0.254,0.41,34945,379,
1179,47061,Hancock,Tennessee,0.142,0.165,0.151,0.212,0.33,2845,46,
1187,47063,Hardeman,Tennessee,0.157,0.113,0.121,0.189,0.42,1791,18,
1193,47065,Hardin,Tennessee,0.116,0.116,0.129,0.229,0.411,1221,26,
1226,47067,Hawkins,Tennessee,0.148,0.243,0.059,0.14,0.41,1626,34,
1230,47069,Haywood,Tennessee,0.035,0.056,0.215,0.261,0.434,1286,40,
1237,47071,Henderson,Tennessee,0.142,0.14,0.107,0.241,0.371,3294,74,
1251,47073,Henry,Tennessee,0.118,0.146,0.132,0.196,0.407,1146,29,
1258,47075,Hickman,Tennessee,0.086,0.026,0.169,0.155,0.565,175,3,
1296,47077,Houston,Tennessee,0.127,0.107,0.156,0.282,0.327,800,4,
1316,47079,Humphreys,Tennessee,0.092,0.09,0.264,0.207,0.347,557,19,
1378,47081,Jackson,Tennessee,0.063,0.057,0.082,0.217,0.581,213,8,
1415,47083,Jefferson,Tennessee,0.108,0.049,0.116,0.337,0.39,938,7,
1441,47085,Johnson,Tennessee,0.121,0.095,0.156,0.267,0.36,337,2,
1525,47087,Knox,Tennessee,0.138,0.128,0.249,0.093,0.392,1595,20,
1563,47089,Lake,Tennessee,0.151,0.092,0.149,0.176,0.431,725,8,
1592,47091,Lauderdale,Tennessee,0.107,0.079,0.141,0.261,0.412,3727,147,
1607,47093,Lawrence,Tennessee,0.036,0.032,0.144,0.209,0.579,2127,22,
1641,47095,Lewis,Tennessee,0.133,0.143,0.166,0.201,0.357,430,9,
1673,47097,Lincoln,Tennessee,0.064,0.094,0.191,0.142,0.508,5598,53,
1708,47099,Loudon,Tennessee,0.074,0.129,0.156,0.192,0.45,422000,7782,
1742,47105,Macon,Tennessee,0.041,0.06,0.107,0.219,0.573,957,9,
1762,47107,Madison,Tennessee,0.077,0.087,0.155,0.298,0.384,1910,19,
1796,47109,Marion,Tennessee,0.107,0.105,0.115,0.274,0.4,1345,49,
1813,47111,Marshall,Tennessee,0.146,0.085,0.215,0.083,0.47,198,3,
1833,47113,Maury,Tennessee,0.1,0.056,0.129,0.334,0.381,863,17,
1862,47101,McMinn,Tennessee,0.098,0.084,0.198,0.236,0.385,2337,21,
1864,47103,McNairy,Tennessee,0.126,0.187,0.106,0.214,0.367,30,1,
1879,47115,Meigs,Tennessee,0.115,0.122,0.135,0.247,0.381,496,12,
1961,47117,Monroe,Tennessee,0.219,0.129,0.139,0.164,0.349,3663,155,
1983,47119,Montgomery,Tennessee,0.119,0.07,0.19,0.156,0.466,23307,954,
1991,47121,Moore,Tennessee,0.08,0.118,0.136,0.214,0.453,3089,65,
2003,47123,Morgan,Tennessee,0.07,0.138,0.165,0.229,0.397,370,14,
2101,47125,Obion,Tennessee,0.083,0.063,0.203,0.228,0.423,2780,53,
2168,47127,Overton,Tennessee,0.173,0.101,0.176,0.235,0.316,119,2,
2228,47129,Perry,Tennessee,0.08,0.113,0.077,0.318,0.413,1045,13,
2246,47131,Pickett,Tennessee,0.117,0.125,0.187,0.246,0.325,1190,18,
2295,47133,Polk,Tennessee,0.12,0.131,0.228,0.128,0.393,495,13,
2354,47135,Putnam,Tennessee,0.18,0.148,0.137,0.159,0.376,3038,64,
2399,47137,Rhea,Tennessee,0.105,0.128,0.219,0.133,0.416,386,5,
2424,47139,Roane,Tennessee,0.089,0.069,0.15,0.24,0.452,186,4,
2431,47141,Robertson,Tennessee,0.16,0.164,0.207,0.099,0.369,29,1,
2469,47143,Rutherford,Tennessee,0.096,0.154,0.113,0.154,0.483,862,9,
2546,47145,Scott,Tennessee,0.074,0.142,0.105,0.274,0.405,1627,30,
2560,47147,Sequatchie,Tennessee,0.187,0.069,0.081,0.159,0.504,347,2,
2563,47149,Sevier,Tennessee,0.081,0.073,0.121,0.215,0.51,1853,14,
2583,47151,Shelby,Tennessee,0.121,0.144,0.154,0.219,0.362,2223,17,
2615,47153,Smith,Tennessee,0.108,0.087,0.177,0.289,0.339,757,16,
2691,47155,Stewart,Tennessee,0.039,0.072,0.15,0.183,0.556,634,17,
2712,47157,Sullivan,Tennessee,0.034,0.025,0.105,0.184,0.653,75,1,
2719,47159,Sumner,Tennessee,0.088,0.091,0.202,0.113,0.507,858,6,
2790,47161,Tipton,Tennessee,0.071,0.045,0.15,0.214,0.521,688,30,
2819,47163,Trousdale,Tennessee,0.096,0.091,0.143,0.187,0.483,4034,125,
2840,47165,Unicoi,Tennessee,0.104,0.069,0.14,0.196,0.49,4502,50,
2858,47167,Union,Tennessee,0.081,0.025,0.223,0.138,0.533,1281,25,
2874,47169,Van Buren,Tennessee,0.112,0.063,0.241,0.133,0.452,3054,49,
2932,47171,Warren,Tennessee,0.049,0.041,0.108,0.306,0.497,369,1,
2966,47173,Washington,Tennessee,0.086,0.145,0.167,0.181,0.421,6572,116,
2993,47175,Wayne,Tennessee,0.145,0.147,0.147,0.239,0.323,1976,10,
2997,47177,Weakley,Tennessee,0.14,0.107,0.189,0.212,0.352,2271,36,
3031,47179,White,Tennessee,0.061,0.074,0.166,0.218,0.48,1886,19,
3057,47181,Williamson,Tennessee,0.089,0.215,0.136,0.147,0.414,12090,86,
3061,47183,Wilson,Tennessee,0.093,0.135,0.228,0.251,0.292,8016,84,
64,47185,Anderson,Texas,0.185,0.205,0.162,0.115,0.333,3211,49,
66,47187,Andrews,Texas,0.019,0.073,0.091,0.212,0.604,1097,14,
68,47189,Angelina,Texas,0.105,0.035,0.099,0.192,0.568,3879,103,
78,48001,Aransas,Texas,0.172,0.104,0.095,0.088,0.541,446,19,
80,48003,Archer,Texas,0.09,0.044,0.067,0.202,0.597,295,2,
86,48005,Armstrong,Texas,0.121,0.064,0.079,0.2,0.536,55,3,
97,48007,Atascosa,Texas,0.006,0.005,0.17,0.074,0.746,1641,42,
110,48009,Austin,Texas,0.081,0.053,0.099,0.091,0.676,657,12,
116,48011,Bailey,Texas,0.08,0.066,0.116,0.25,0.488,492,8,
126,48013,Bandera,Texas,0.001,0.01,0.032,0.156,0.802,280,11,
146,48015,Bastrop,Texas,0.006,0.024,0.054,0.224,0.692,2409,37,
154,48017,Baylor,Texas,0.018,0.106,0.06,0.217,0.598,57,5,
169,48019,Bee,Texas,0.073,0.018,0.07,0.09,0.749,2047,40,
172,48021,Bell,Texas,0.007,0.02,0.084,0.161,0.729,8981,123,
201,48023,Bexar,Texas,0.066,0.075,0.134,0.104,0.62,83897,1516,
218,48025,Blanco,Texas,0.001,0.003,0.052,0.19,0.753,186,6,
240,48027,Borden,Texas,0.01,0.035,0.078,0.205,0.672,5,0,
241,48029,Bosque,Texas,0.015,0.016,0.057,0.09,0.822,543,16,
249,48031,Bowie,Texas,0.005,0.019,0.115,0.074,0.788,2575,106,
264,48033,Brazoria,Texas,0.039,0.115,0.125,0.107,0.614,14726,206,
265,48035,Brazos,Texas,0.031,0.154,0.102,0.248,0.465,11404,111,
270,48037,Brewster,Texas,0.058,0.134,0.114,0.221,0.473,714,6,
271,48039,Briscoe,Texas,0.021,0.042,0.075,0.17,0.691,40,1,
280,48041,Brooks,Texas,0.012,0.038,0.067,0.347,0.537,414,25,
290,48043,Brown,Texas,0.011,0.012,0.077,0.172,0.728,1846,45,
316,48045,Burleson,Texas,0.105,0.077,0.113,0.187,0.518,677,9,
318,48047,Burnet,Texas,0.061,0.004,0.166,0.09,0.678,1498,19,
344,48049,Caldwell,Texas,0.085,0.077,0.066,0.239,0.534,1895,39,
355,48051,Calhoun,Texas,0.02,0.072,0.071,0.281,0.555,1012,10,
357,48053,Callahan,Texas,0.031,0.039,0.055,0.194,0.682,251,9,
370,48055,Cameron,Texas,0.001,0.001,0.063,0.185,0.751,26466,1129,
371,48057,Camp,Texas,0.019,0.028,0.179,0.071,0.703,472,15,
405,48059,Carson,Texas,0.049,0.06,0.119,0.205,0.567,111,3,
424,48061,Cass,Texas,0.035,0.061,0.034,0.056,0.813,773,36,
426,48063,Castro,Texas,0.017,0.064,0.213,0.235,0.471,494,8,
443,48065,Chambers,Texas,0.099,0.064,0.124,0.252,0.462,2107,22,
477,48067,Cherokee,Texas,0.034,0.145,0.17,0.209,0.441,1763,59,
492,48069,Childress,Texas,0.057,0.051,0.043,0.296,0.553,859,1,
553,48071,Clay,Texas,0.027,0.094,0.078,0.201,0.6,380,7,
582,48073,Cochran,Texas,0.123,0.063,0.148,0.192,0.475,159,5,
590,48075,Coke,Texas,0.147,0.124,0.189,0.206,0.334,206,9,
593,48077,Coleman,Texas,0.066,0.049,0.105,0.087,0.693,190,6,
599,48079,Collin,Texas,0.029,0.078,0.068,0.229,0.595,27848,266,
600,48081,Collingsworth,Texas,0.039,0.056,0.093,0.241,0.572,50,1,
602,48083,Colorado,Texas,0.053,0.048,0.084,0.259,0.556,689,5,
615,48085,Comal,Texas,0.021,0.026,0.054,0.181,0.719,4782,131,
618,48087,Comanche,Texas,0.239,0.142,0.176,0.16,0.284,561,6,
619,48089,Concho,Texas,0.004,0.044,0.078,0.228,0.645,130,2,
629,48091,Cooke,Texas,0.007,0.044,0.063,0.146,0.74,1153,14,
637,48093,Coryell,Texas,0.045,0.075,0.059,0.2,0.621,2579,17,
640,48095,Cottle,Texas,0.012,0.029,0.072,0.279,0.607,65,4,
652,48097,Crane,Texas,0.118,0.026,0.056,0.207,0.594,257,8,
671,48099,Crockett,Texas,0.015,0.027,0.142,0.194,0.622,299,7,
674,48101,Crosby,Texas,0.107,0.106,0.188,0.176,0.423,182,16,
678,48103,Culberson,Texas,0.08,0.056,0.096,0.199,0.57,226,3,
706,48105,Dallam,Texas,0.026,0.071,0.072,0.225,0.606,430,15,
711,48107,Dallas,Texas,0.031,0.071,0.058,0.227,0.613,143739,1585,
732,48109,Dawson,Texas,0.125,0.006,0.039,0.176,0.654,1221,37,
745,48111,Deaf Smith,Texas,0.119,0.074,0.123,0.289,0.396,1677,33,
763,48113,Delta,Texas,0.024,0.019,0.059,0.141,0.757,539,4,
766,48115,Denton,Texas,0.03,0.023,0.074,0.115,0.759,3006,23,
775,48117,DeWitt,Texas,0.063,0.063,0.095,0.284,0.494,1256,45,
776,48119,Dickens,Texas,0.04,0.074,0.094,0.285,0.507,69,4,
785,48121,Dimmit,Texas,0.016,0.025,0.046,0.204,0.709,387,8,
798,48123,Donley,Texas,0.003,0.019,0.091,0.061,0.827,534,2,
830,48125,Duval,Texas,0.032,0.071,0.111,0.254,0.532,45575,634,
837,48127,Eastland,Texas,0.021,0.059,0.097,0.133,0.69,2185,85,
841,48129,Ector,Texas,0.139,0.065,0.147,0.21,0.439,298,3,
851,48131,Edwards,Texas,0.122,0.003,0.132,0.053,0.691,186,0,
856,48135,El Paso,Texas,0.085,0.047,0.076,0.204,0.588,29999,317,
866,48133,Ellis,Texas,0.055,0.089,0.104,0.195,0.557,225,0,
876,48137,Erath,Texas,0.016,0.047,0.145,0.101,0.691,338,28,
901,48139,Falls,Texas,0.027,0.017,0.044,0.19,0.722,251,1,
904,48141,Fannin,Texas,0.007,0.007,0.033,0.075,0.877,1059,38,
918,48143,Fayette,Texas,0.017,0.096,0.075,0.202,0.609,2369,40,
926,48145,Fisher,Texas,0.009,0.029,0.061,0.187,0.715,4901,28,
936,48147,Floyd,Texas,0.117,0.126,0.131,0.226,0.4,1326,8,
939,48149,Foard,Texas,0.006,0.05,0.259,0.142,0.543,505,9,
948,48151,Fort Bend,Texas,0.097,0.097,0.109,0.186,0.51,13892,168,
972,48153,Franklin,Texas,0.049,0.063,0.043,0.216,0.629,2245,38,
981,48155,Freestone,Texas,0.045,0.101,0.23,0.147,0.477,1622,7,
987,48157,Frio,Texas,0.024,0.03,0.057,0.115,0.774,39324,488,
1000,48159,Gaines,Texas,0.013,0.055,0.131,0.327,0.474,1426,9,
1006,48161,Galveston,Texas,0.025,0.121,0.085,0.137,0.632,956,15,
1018,48163,Garza,Texas,0.136,0.007,0.038,0.108,0.71,1644,16,
1037,48165,Gillespie,Texas,0.121,0.034,0.033,0.176,0.636,317,2,
1046,48167,Glasscock,Texas,0.033,0.037,0.105,0.207,0.617,86,2,
1054,48169,Goliad,Texas,0.034,0.079,0.067,0.207,0.612,163,0,
1055,48171,Gonzales,Texas,0.095,0.091,0.107,0.114,0.592,182,6,
1095,48173,Gray,Texas,0.069,0.054,0.058,0.234,0.586,448,4,
1098,48175,Grayson,Texas,0.001,0.025,0.16,0.077,0.737,985,25,
1127,48177,Gregg,Texas,0.001,0.001,0.091,0.078,0.828,284,8,
1131,48179,Grimes,Texas,0.139,0.069,0.134,0.222,0.436,262,2,
1137,48181,Guadalupe,Texas,0.064,0.063,0.095,0.247,0.53,241,2,
1148,48183,Hale,Texas,0.053,0.064,0.074,0.186,0.623,1014,32,
1153,48185,Hall,Texas,0.025,0.047,0.04,0.348,0.54,4944,78,
1164,48187,Hamilton,Texas,0.027,0.022,0.032,0.125,0.794,19501,164,
1183,48189,Hansford,Texas,0.066,0.058,0.028,0.239,0.609,2534,54,
1188,48191,Hardeman,Texas,0.179,0.065,0.19,0.157,0.41,2295,38,
1194,48193,Hardin,Texas,0.019,0.085,0.137,0.267,0.493,1860,27,
1207,48195,Harris,Texas,0.136,0.076,0.126,0.234,0.428,1073,28,
1214,48197,Harrison,Texas,0.042,0.116,0.237,0.223,0.381,305,3,
1220,48199,Hartley,Texas,0.021,0.054,0.102,0.187,0.636,30549,1622,
1224,48201,Haskell,Texas,0.019,0.024,0.069,0.152,0.736,655,7,
1228,48203,Hays,Texas,0.086,0.037,0.088,0.19,0.599,44,0,
1232,48205,Hemphill,Texas,0.1,0.07,0.116,0.28,0.434,420,7,
1238,48207,Henderson,Texas,0.087,0.128,0.137,0.209,0.439,1959,34,
1261,48209,Hidalgo,Texas,0,0.007,0.022,0.115,0.855,190,4,
1266,48211,Hill,Texas,0.189,0.125,0.139,0.138,0.409,1389,28,
1274,48213,Hockley,Texas,0.043,0.072,0.127,0.197,0.56,807,18,
1283,48215,Hood,Texas,0.055,0.003,0.033,0.084,0.826,15650,192,
1288,48217,Hopkins,Texas,0.047,0.083,0.029,0.242,0.599,1990,62,
1297,48219,Houston,Texas,0.031,0.072,0.06,0.237,0.6,605,20,
1304,48221,Howard,Texas,0.009,0.122,0.135,0.124,0.61,370,7,
1308,48223,Hudspeth,Texas,0.054,0.026,0.062,0.369,0.488,33057,1596,
1317,48225,Hunt,Texas,0.182,0.09,0.104,0.15,0.474,764,8,
1324,48227,Hutchinson,Texas,0.063,0.063,0.061,0.218,0.596,600,11,
1342,48229,Irion,Texas,0.013,0.003,0.076,0.029,0.88,5876,51,
1357,48231,Jack,Texas,0.069,0.072,0.082,0.285,0.492,1017,6,
1379,48233,Jackson,Texas,0.112,0.064,0.128,0.249,0.447,725,10,
1390,48235,Jasper,Texas,0.009,0.047,0.058,0.276,0.61,1081,23,
1393,48237,Jeff Davis,Texas,0.009,0.018,0.012,0.37,0.592,985,33,
1416,48239,Jefferson,Texas,0.02,0.062,0.146,0.075,0.696,2454,35,
1429,48241,Jim Hogg,Texas,0.04,0.055,0.068,0.125,0.712,110,1,
1430,48243,Jim Wells,Texas,0.009,0.005,0.038,0.186,0.763,227,8,
1442,48245,Johnson,Texas,0.036,0.075,0.11,0.171,0.608,1475,23,
1451,48247,Jones,Texas,0.071,0.003,0.079,0.099,0.748,63,1,
1466,48249,Karnes,Texas,0.057,0.007,0.137,0.051,0.748,9184,124,
1468,48251,Kaufman,Texas,0.024,0.079,0.056,0.199,0.642,117,1,
1476,48253,Kendall,Texas,0.064,0.079,0.121,0.193,0.543,6658,54,
1477,48255,Kenedy,Texas,0,0.001,0.104,0.145,0.75,593,15,
1484,48257,Kent,Texas,0.063,0.058,0.041,0.155,0.682,6109,145,
1488,48259,Kerr,Texas,0.002,0.059,0.076,0.158,0.705,43355,452,
1496,48261,Kimble,Texas,0.04,0.01,0.08,0.098,0.772,189,3,
1497,48263,King,Texas,0.069,0.168,0.172,0.167,0.424,134,4,
1506,48265,Kinney,Texas,0.059,0.149,0.167,0.154,0.472,456,12,
1515,48267,Kleberg,Texas,0.036,0.126,0.165,0.207,0.466,947,5,
1526,48269,Knox,Texas,0.065,0.108,0.177,0.254,0.397,20633,181,
1540,48277,La Salle,Texas,0.054,0.095,0.135,0.238,0.478,1903,32,
1569,48271,Lamar,Texas,0.004,0.059,0.121,0.084,0.733,386,15,
1570,48273,Lamb,Texas,0.063,0.015,0.075,0.121,0.726,412,11,
1572,48275,Lampasas,Texas,0.063,0.105,0.184,0.145,0.502,17758,540,
1596,48279,Lavaca,Texas,0.038,0.065,0.046,0.255,0.597,2575,67,
1624,48281,Lee,Texas,0.024,0.019,0.077,0.233,0.648,887,38,
1633,48283,Leon,Texas,0.152,0.002,0.083,0.097,0.667,15504,147,
1650,48285,Liberty,Texas,0.008,0.029,0.114,0.114,0.736,94,1,
1653,48287,Limestone,Texas,0.035,0.122,0.148,0.142,0.553,4550,46,
1682,48289,Lipscomb,Texas,0.089,0.078,0.111,0.192,0.531,1641,24,
1685,48291,Live Oak,Texas,0.019,0.034,0.114,0.182,0.65,660,37,
1692,48293,Llano,Texas,0.005,0.086,0.061,0.087,0.762,789,12,
1714,48295,Loving,Texas,0.147,0.143,0.099,0.195,0.415,626,1,
1718,48297,Lubbock,Texas,0.005,0.003,0.081,0.189,0.722,2611,67,
1729,48299,Lynn,Texas,0.08,0.036,0.056,0.214,0.615,2802,36,
1763,48307,Madison,Texas,0.031,0.053,0.09,0.34,0.486,5602,114,
1797,48309,Marion,Texas,0.022,0.049,0.046,0.161,0.721,1187,19,
1820,48311,Martin,Texas,0.043,0.002,0.21,0.203,0.542,869,21,
1825,48313,Mason,Texas,0.065,0.032,0.097,0.337,0.469,649,12,
1829,48315,Matagorda,Texas,0.076,0.067,0.118,0.211,0.528,647,5,
1834,48317,Maverick,Texas,0.075,0.043,0.056,0.235,0.591,6364,72,
1842,48301,McCulloch,Texas,0.109,0.047,0.081,0.221,0.543,632,1,
1860,48303,McLennan,Texas,0.031,0.072,0.056,0.232,0.61,1027,16,
1863,48305,McMullen,Texas,0.032,0.068,0.054,0.222,0.624,2810,56,
1876,48319,Medina,Texas,0.043,0.091,0.163,0.247,0.456,5658,58,
1882,48321,Menard,Texas,0.004,0.051,0.113,0.161,0.67,516,2,
1910,48323,Midland,Texas,0.005,0.091,0.129,0.13,0.645,3171,28,
1912,48325,Milam,Texas,0.006,0.017,0.07,0.155,0.753,2000,45,
1919,48327,Mills,Texas,0.013,0.048,0.088,0.289,0.562,1112,9,
1937,48329,Mitchell,Texas,0.083,0.044,0.066,0.219,0.588,547,6,
1964,48331,Montague,Texas,0.006,0.019,0.07,0.228,0.679,2745,14,
1984,48333,Montgomery,Texas,0.041,0.117,0.062,0.261,0.518,7172,86,
1992,48335,Moore,Texas,0.168,0.131,0.087,0.126,0.489,420,2,
2009,48337,Morris,Texas,0.041,0.08,0.129,0.22,0.529,14406,865,
2015,48339,Motley,Texas,0.031,0.073,0.061,0.145,0.69,4142,69,
2030,48341,Nacogdoches,Texas,0.101,0.064,0.123,0.27,0.441,228,6,
2040,48343,Navarro,Texas,0.038,0.116,0.21,0.176,0.46,8423,273,
2067,48345,Newton,Texas,0.067,0.053,0.084,0.206,0.591,3027,38,
2079,48347,Nolan,Texas,0.094,0.06,0.097,0.221,0.528,2076,13,
2097,48349,Nueces,Texas,0.006,0.024,0.114,0.217,0.639,235,1,
2104,48351,Ochiltree,Texas,0.057,0.049,0.11,0.152,0.631,1291,24,
2122,48353,Oldham,Texas,0.09,0.072,0.108,0.187,0.544,2599,62,
2137,48355,Orange,Texas,0.024,0.034,0.028,0.079,0.835,17511,442,
2181,48357,Palo Pinto,Texas,0.15,0.104,0.105,0.201,0.439,67104,1709,
2184,48359,Panola,Texas,0.084,0.065,0.109,0.278,0.464,419,3,
2189,48361,Parker,Texas,0.051,0.07,0.105,0.157,0.618,1403,6,
2190,48363,Parmer,Texas,0.027,0.023,0.029,0.181,0.74,719,6,
2204,48365,Pecos,Texas,0.027,0.033,0.211,0.281,0.448,1122,28,
2296,48367,Polk,Texas,0.02,0.048,0.055,0.206,0.671,1343,19,
2315,48369,Potter,Texas,0.033,0.081,0.089,0.277,0.521,307,6,
2327,48371,Presidio,Texas,0.05,0.051,0.15,0.197,0.551,1800,21,
2363,48373,Rains,Texas,0.016,0.099,0.052,0.144,0.689,15906,185,
2368,48375,Randall,Texas,0.067,0.063,0.113,0.272,0.485,29459,521,
2384,48377,Reagan,Texas,0.003,0.003,0.032,0.174,0.789,248,3,
2385,48379,Real,Texas,0.143,0.062,0.038,0.245,0.512,737,6,
2388,48381,Red River,Texas,0.063,0.063,0.109,0.274,0.491,230,3,
2391,48383,Reeves,Texas,0.058,0.061,0.064,0.237,0.58,672,6,
2392,48385,Refugio,Texas,0.03,0.065,0.164,0.187,0.554,1046,20,
2429,48387,Roberts,Texas,0.059,0.136,0.098,0.254,0.452,4175,77,
2432,48389,Robertson,Texas,0.07,0.04,0.086,0.204,0.6,91,3,
2445,48391,Rockwall,Texas,0.002,0.011,0.235,0.073,0.678,2357,36,
2459,48393,Runnels,Texas,0.16,0.074,0.133,0.205,0.427,891,2,
2462,48395,Rusk,Texas,0.014,0.041,0.055,0.334,0.555,704,8,
2472,48397,Sabine,Texas,0.033,0.041,0.101,0.18,0.645,266,6,
2488,48399,San Augustine,Texas,0.033,0.039,0.104,0.228,0.596,812,26,
2493,48401,San Jacinto,Texas,0.038,0.04,0.101,0.331,0.491,86205,1040,
2503,48403,San Patricio,Texas,0.105,0.046,0.103,0.15,0.596,222,0,
2504,48405,San Saba,Texas,0.096,0.033,0.07,0.222,0.58,460,2,
2526,48407,Schleicher,Texas,0.009,0.064,0.082,0.112,0.733,942,7,
2550,48409,Scurry,Texas,0.015,0.02,0.053,0.074,0.838,3535,33,
2567,48411,Shackelford,Texas,0.026,0.101,0.099,0.255,0.519,3071,13,
2584,48413,Shelby,Texas,0.002,0.029,0.054,0.271,0.644,49731,687,
2595,48415,Sherman,Texas,0.143,0.177,0.127,0.09,0.463,23,0,
2616,48417,Smith,Texas,0.061,0.099,0.14,0.183,0.518,1509,20,
2626,48419,Somervell,Texas,0.025,0.035,0.117,0.369,0.453,2106,20,
2674,48421,Starr,Texas,0.125,0.073,0.129,0.267,0.406,1045,29,
2682,48423,Stephens,Texas,0.108,0.091,0.104,0.168,0.529,1834,19,
2684,48425,Sterling,Texas,0.027,0.161,0.133,0.201,0.477,2582,38,
2698,48427,Stonewall,Texas,0.039,0.008,0.023,0.1,0.831,1239,19,
2732,48429,Sutton,Texas,0.058,0.149,0.221,0.127,0.445,3810,19,
2738,48431,Swisher,Texas,0.032,0.077,0.067,0.252,0.572,636,10,
2750,48433,Tarrant,Texas,0.084,0.122,0.12,0.224,0.449,873,26,
2757,48435,Taylor,Texas,0.009,0.042,0.08,0.209,0.659,1285,9,
2768,48437,Terrell,Texas,0.084,0.075,0.053,0.255,0.532,414,33,
2769,48439,Terry,Texas,0.023,0.034,0.077,0.144,0.722,26,1,
2779,48441,Throckmorton,Texas,0.054,0.059,0.12,0.191,0.575,34,0,
2792,48443,Titus,Texas,0.021,0.061,0.167,0.154,0.597,1148,44,
2797,48445,Tom Green,Texas,0.034,0.066,0.061,0.226,0.613,3199,80,
2808,48447,Travis,Texas,0.073,0.135,0.172,0.118,0.501,153,1,
2816,48449,Trinity,Texas,0.019,0.117,0.191,0.264,0.409,166,0,
2833,48451,Tyler,Texas,0.007,0.038,0.071,0.271,0.613,7050,100,
2859,48453,Upshur,Texas,0.015,0.008,0.024,0.158,0.795,766,5,
2862,48455,Upton,Texas,0.052,0.077,0.065,0.181,0.625,1582,79,
2864,48457,Uvalde,Texas,0.021,0.066,0.054,0.155,0.703,51382,147,
2865,48459,Val Verde,Texas,0.051,0.076,0.104,0.179,0.59,1182,38,
2876,48461,Van Zandt,Texas,0.077,0.058,0.088,0.21,0.567,1141,18,
2887,48463,Victoria,Texas,0.014,0.022,0.136,0.081,0.747,1207,12,
2905,48465,Walker,Texas,0.003,0.05,0.09,0.072,0.784,2783,54,
2908,48467,Waller,Texas,0.138,0.143,0.151,0.161,0.407,138,0,
2918,48469,Ward,Texas,0.008,0.039,0.138,0.058,0.757,7775,138,
2967,48471,Washington,Texas,0.029,0.058,0.079,0.179,0.655,976,54,
2998,48473,Webb,Texas,0.016,0.06,0.07,0.236,0.618,20731,417,
3020,48475,Wharton,Texas,0.08,0.052,0.094,0.197,0.577,1715,69,
3026,48477,Wheeler,Texas,0.02,0.031,0.087,0.328,0.534,252,6,
3040,48479,Wichita,Texas,0.033,0,0.064,0.136,0.767,7612,136,
3042,48481,Wilbarger,Texas,0.011,0.072,0.076,0.216,0.625,786,16,
3051,48483,Willacy,Texas,0.23,0.139,0.158,0.126,0.346,1387,60,
3058,48485,Williamson,Texas,0.073,0.046,0.096,0.092,0.692,15261,171,
3062,48487,Wilson,Texas,0.046,0.081,0.171,0.168,0.535,1240,29,
3067,48489,Winkler,Texas,0.034,0.015,0.067,0.064,0.82,310,6,
3077,48491,Wise,Texas,0.016,0.033,0.065,0.177,0.708,2128,46,
3081,48493,Wood,Texas,0,0.003,0.072,0.208,0.716,928,52,
3118,48495,Yoakum,Texas,0.087,0.05,0.086,0.196,0.581,623,11,
3125,48497,Young,Texas,0.008,0.127,0.046,0.17,0.649,975,21,
3130,48499,Zapata,Texas,0.046,0.073,0.071,0.283,0.526,546,9,
3131,48501,Zavala,Texas,0.084,0.035,0.065,0.254,0.561,816,24,
162,48503,Beaver,Utah,0.062,0.063,0.086,0.144,0.645,175,2,
252,48505,Box Elder,Utah,0.047,0.001,0.035,0.138,0.779,2437,18,
335,48507,Cache,Utah,0.036,0.075,0.115,0.138,0.635,8247,16,
385,49001,Carbon,Utah,0.099,0.026,0.271,0.283,0.32,847,4,
702,49003,Daggett,Utah,0.084,0.116,0.111,0.27,0.419,9,0,
726,49005,Davis,Utah,0.09,0.108,0.08,0.31,0.411,17507,68,
820,49007,Duchesne,Utah,0.107,0.134,0.114,0.293,0.353,546,4,
871,49009,Emery,Utah,0.091,0.296,0.102,0.33,0.181,1453,47,
1012,49011,Garfield,Utah,0.035,0.055,0.077,0.314,0.518,4086,37,
1071,49013,Grand,Utah,0.051,0.259,0.033,0.469,0.188,439,3,
1345,49015,Iron,Utah,0.122,0.109,0.106,0.239,0.424,247,1,
1453,49017,Juab,Utah,0.062,0.056,0.232,0.264,0.386,579,5,
1464,49019,Kane,Utah,0.056,0.111,0.098,0.176,0.558,33273,488,
1913,49021,Millard,Utah,0.065,0.036,0.22,0.262,0.417,673,9,
2004,49023,Morgan,Utah,0.335,0.023,0.079,0.193,0.369,799,6,
2272,49025,Piute,Utah,0.061,0.041,0.226,0.227,0.445,1959,21,
2402,49027,Rich,Utah,0.432,0.023,0.088,0.171,0.286,493,1,
2485,49029,Salt Lake,Utah,0.092,0.155,0.053,0.37,0.33,1618,12,
2497,49031,San Juan,Utah,0.097,0.061,0.266,0.3,0.276,19,0,
2511,49033,Sanpete,Utah,0.077,0.113,0.062,0.327,0.421,10669,109,
2564,49035,Sevier,Utah,0.028,0.032,0.094,0.202,0.644,1761,18,
2717,49037,Summit,Utah,0.04,0.064,0.042,0.21,0.644,16486,374,
2799,49039,Tooele,Utah,0.107,0.043,0.104,0.273,0.473,1209,4,
2837,49041,Uintah,Utah,0.152,0.096,0.171,0.3,0.282,1149,5,
2863,49043,Utah,Utah,0.018,0.1,0.054,0.177,0.651,84,6,
2935,49045,Wasatch,Utah,0.002,0.114,0.141,0.212,0.532,3645,76,
